"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"14305","HGSV13245H","12","2","","","unknown","right","8.5","M5","","metacarpal proximal breadth","mm","Hippotherium  sumegense"
"14306","HGSV13245I","12","2","","","unknown","right","8.5","M5","","metacarpal proximal breadth","mm","Hippotherium  sumegense"
"14307","HGSV13245J","12","2","","","unknown","left","8.5","M5","","metacarpal proximal breadth","mm","Hippotherium  sumegense"
"14308","HGSV13245K","12","2","","","unknown","right","8.5","M5","","metacarpal proximal breadth","mm","Hippotherium  sumegense"
"14309","HGSV13245L","12","2","","","unknown","right","8.5","M5","","metacarpal proximal breadth","mm","Hippotherium  sumegense"
"14313","HGS4283A","12","3","","","unknown","left","9.0","M5","37.8","metacarpal proximal breadth","mm","Hippotherium  csakvarense"
"14314","HGS4283B","12","3","","","unknown","left","9.0","M5","38.9","metacarpal proximal breadth","mm","Hippotherium  csakvarense"
"14315","HGS4283C","12","3","","","unknown","right","9.0","M5","37.4","metacarpal proximal breadth","mm","Hippotherium  csakvarense"
"14326","MAFI06/4283","12","3","","","unknown","left","9.0","M5","37","metacarpal proximal breadth","mm","Hippotherium  csakvarense"
"14333","MAFIRLB9502","12","3","","","unknown","left","9.0","M5","40.3","metacarpal proximal breadth","mm","Hippotherium  csakvarense"
"14334","MAFIRLB9503","12","3","","","unknown","right","9.0","M5","37.4","metacarpal proximal breadth","mm","Hippotherium  csakvarense"
"14345","HGS417/10","12","4","","","unknown","left","7.0","M5","34.6","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14346","HGS417/15","12","4","","","unknown","left","7.0","M5","","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14347","HGS417/2","12","4","","","unknown","left","7.0","M5","36","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14348","HGS417/3","12","4","","","unknown","left","7.0","M5","35.3","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14349","HGS417/9","12","4","","","unknown","left","7.0","M5","31.9","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14351","HGS418/5","12","4","","","unknown","left","7.0","M5","35.7","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14352","HGS418/6","12","4","","","unknown","right","7.0","M5","36","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14353","HGS418/7","12","4","","","unknown","right","7.0","M5","37.1","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14364","MAFIBalt361","12","4","","","unknown","left","7.0","M5","","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14365","MAFIBalt476L","12","4","","","unknown","right","7.0","M5","","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14373","MAFIBalt738L","12","4","","","unknown","right","7.0","M5","34.9","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14376","MAFIOB3207A","12","4","","","unknown","left","7.0","M5","36","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14377","MAFIOB3207B","12","4","","","unknown","left","7.0","M5","37.8","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14378","MAFIOB3207C","12","4","","","unknown","right","7.0","M5","36.3","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14379","MAFIOB3207D","12","4","","","unknown","norecord","7.0","M5","","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14385","MAFIV11255A","12","4","","","unknown","right","7.0","M5","40.3","metacarpal proximal breadth","mm","Hippotherium  microdon"
"14386","MAFIV11255B","12","4","","","unknown","right","7.0","M5","39.6","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14387","MAFIV11255C","12","4","","","unknown","right","7.0","M5","38.8","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14388","MAFIV11255D","12","4","","","unknown","left","7.0","M5","38.3","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14389","MAFIV11255E","12","4","","","unknown","right","7.0","M5","40.7","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14390","MAFIV11255F","12","4","","","unknown","right","7.0","M5","","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14391","MAFIV11255G","12","4","","","unknown","right","7.0","M5","40.9","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14403","MAFIV11257L","12","4","","","unknown","right","7.0","M5","40.3","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14413","HGS2791/A","12","5","","","unknown","left","7.0","M5","37.3","metacarpal proximal breadth","mm","Hippotherium  primigenium"
"14414","HGS2791/C","12","5","","","unknown","left","7.0","M5","38.5","metacarpal proximal breadth","mm","Hippotherium  primigenium"
"14415","HGS2791/D","12","5","","","unknown","right","7.0","M5","","metacarpal proximal breadth","mm","Hippotherium  primigenium"
"14416","MAFIV06/2791b","12","5","","","unknown","left","7.0","M5","39.5","metacarpal proximal breadth","mm","""Hipparion"" sp. lg"
"14419","IGF8192","15","1","","","unknown","right","6.7","M5","38","metacarpal proximal breadth","mm","""Hipparion"" sp.  "
"14420","IGF8192F","15","1","","","unknown","right","6.7","M5","39.3","metacarpal proximal breadth","mm","Hippotherium  malpassii"
"14427","IGFMC32","15","1","","","unknown","right","6.7","M5","42.1","metacarpal proximal breadth","mm","Hippotherium  malpassii"
"14432","NHBJH144","15","1","","","unknown","norecord","6.7","M5","","metacarpal proximal breadth","mm","Hippotherium  malpassii"
"14434","NHBJH168","15","1","","","unknown","right","6.7","M5","","metacarpal proximal breadth","mm","Hippotherium  malpassii"
"14435","NHBJH169","15","1","","","unknown","left","6.7","M5","","metacarpal proximal breadth","mm","Hippotherium  malpassii"
"14437","NHBJH194-195","15","1","","","unknown","right","6.7","M5","","metacarpal proximal breadth","mm","Hippotherium  malpassii"
"14440","MNHN1951_9R","17","1","","","unknown","right","10.5","M5","0","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14441","MNHN1951-9-120R","17","1","","","unknown","right","10.5","M5","37.6","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14443","MNHN1951-9-17R","17","1","","","unknown","left","10.5","M5","0","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14447","MNHN1951-9-26R","17","1","","","unknown","left","10.5","M5","40e","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14448","MNHN1951-9-28R","17","1","","","unknown","left","10.5","M5","37e","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14449","MNHN1951-9-5TypeR","17","1","","","unknown","right","10.5","M5","40.3","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14451","MNHN9","17","1","","","unknown","no record","10.5","M5","0","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14455","MNHN9120","17","1","","","unknown","no record","10.5","M5","37.6","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14458","MNHN917","17","1","","","unknown","no record","10.5","M5","0","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14461","MNHN926","17","1","","","unknown","no record","10.5","M5","0","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14462","MNHN928","17","1","","","unknown","no record","10.5","M5","0","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14463","MNHN95","17","1","","","unknown","no record","10.5","M5","40.3","metacarpal proximal breadth","mm","""Cormohipparion"" africanum"
"14475","KNM-LT25450","19","1","","","unknown","left","7.0","M5","","metacarpal proximal breadth","mm","Eurygnathohippus feibeli"
"14479","KNM-LT139A","19","2","","","unknown","left","6.5","M5","38.6","metacarpal proximal breadth","mm","Eurygnathohippus feibeli"
"14481","KNM-LT22871","19","2","","","unknown","right","6.5","M5","51.3","metacarpal proximal breadth","mm","Sivalhippus turkanensis"
"14486","KNM-LT26582","19","2","","","unknown","right","6.5","M5","","metacarpal proximal breadth","mm","Eurygnathohippus feibeli"
"14492","KNM-LU050","19","12","","","unknown","right","7.0","M5","","metacarpal proximal breadth","mm","Eurygnathohippus cf. feibeli"
"14493","KNM-LU187","19","12","","","unknown","left","7.0","M5","","metacarpal proximal breadth","mm","Eurygnathohippus cf. feibeli"
"14497","BMNHM14366a","20","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14500","BMNHM14366b","20","6","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp. sm."
"14502","BMNHM14434b","20","6","","","unknown","left","?","M5","44.7","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14503","BMNHM14437","20","6","","","unknown","left","?","M5","44.8","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14504","BMNHM31939","20","6","","","unknown","right","?","M5","38.9","metacarpal proximal breadth","mm","Eurygnathohippus sp. sm."
"14506","BMNHMnonumb","20","6","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp. sm."
"14507","MNHM31939","20","6","","","unknown","right","?","M5","39.2","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14508","NMTEP067/3853","20","6","","","unknown","norecord","?","M5","49.31","metacarpal proximal breadth","mm","Equus sp. "
"14509","RMNH_RLB1","20","6","1952 GRC top","","unknown","left","","M5","53","metacarpal proximal breadth","mm","Equus sp."
"14510","RMNH_RLB4","20","6","62JK2/B11","","unknown","left","","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14517","RMNH1279","20","6","","","unknown","norecord","?","M5","53.14","metacarpal proximal breadth","mm","Equid "
"14518","RMNH1279RLB","20","6","FLKN1 NI","","unknown","left","","M5","54.3","metacarpal proximal breadth","mm","Equus sp."
"14520","RMNH131","20","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp."
"14521","RMNH132","20","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","Equid "
"14524","RMNH148ARLB","20","6"," ","","unknown","left","","M5","54","metacarpal proximal breadth","mm","Equus sp."
"14525","RMNH167","20","6","","","unknown","norecord","?","M5","41.26","metacarpal proximal breadth","mm","Equid "
"14526","RMNH1793","20","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","Equid "
"14531","RMNH204","20","6","","","unknown","norecord","?","M5","50.97","metacarpal proximal breadth","mm"," "
"14532","RMNH204RLB","20","6","FLKI dig F/5","","unknown","right","","M5","50","metacarpal proximal breadth","mm"," "
"14534","RMNH2437","20","6","","","unknown","norecord","?","M5","59.72","metacarpal proximal breadth","mm"," "
"14535","RMNH2437RLB","20","6","TKII/OLD63","","unknown","left","","M5","59.9","metacarpal proximal breadth","mm","Equus sp."
"14536","RMNH2437RLB","20","6","TKII 63","","unknown","left","","M5","59.4","metacarpal proximal breadth","mm","Equus sp."
"14540","RMNH275","20","6","","","unknown","norecord","?","M5","50.47","metacarpal proximal breadth","mm","Equus sp."
"14541","RMNH2750","20","6","","","unknown","norecord","?","M5","40.88","metacarpal proximal breadth","mm","Equus sp."
"14543","RMNH3","20","6","","","unknown","norecord","?","M5","41.94","metacarpal proximal breadth","mm"," "
"14548","RMNH345","20","6","","","unknown","norecord","?","M5","50","metacarpal proximal breadth","mm"," "
"14549","RMNH346","20","6","","","unknown","norecord","?","M5","53.2","metacarpal proximal breadth","mm","Equus sp."
"14550","RMNH366","20","6","","","unknown","norecord","?","M5","43.12","metacarpal proximal breadth","mm","Equus sp."
"14551","RMNH367","20","6","","","unknown","norecord","?","M5","52.91","metacarpal proximal breadth","mm","Equus sp."
"14552","RMNH3853RLB","20","6","FLKNN1 TT12 067","","unknown","left","","M5","47.8","metacarpal proximal breadth","mm","Equus sp."
"14553","RMNH4298","20","6","","","unknown","norecord","?","M5","53.91","metacarpal proximal breadth","mm","Equid "
"14554","RMNH487","20","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm"," "
"14555","RMNH5069RLB","20","6","FLKI dig","","unknown","right","","M5","47.6","metacarpal proximal breadth","mm","Equus sp. sm."
"14556","RMNH507","20","6","","","unknown","norecord","?","M5","54.95","metacarpal proximal breadth","mm"," "
"14557","RMNH5163","20","6","","","unknown","norecord","?","M5","57.48","metacarpal proximal breadth","mm","Equid "
"14561","RMNH566","20","6","","","unknown","norecord","?","M5","52.44","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14562","RMNH5668","20","6","","","unknown","norecord","?","M5","47.16","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14563","RMNH566RLB","20","6","HWKII 1959","","unknown","right","","M5","50.5","metacarpal proximal breadth","mm","Equus sp."
"14564","RMNH57","20","6","","","unknown","norecord","?","M5","52.69","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14565","RMNH576","20","6","","","unknown","norecord","?","M5","42.82","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14566","RMNH57RLB","20","6","HWKEII 57","","unknown","right","","M5","51.8","metacarpal proximal breadth","mm","Equus sp."
"14567","RMNH57RLB","20","6","HWK EII 57","","unknown","right","","M5","51.5","metacarpal proximal breadth","mm","Equus sp."
"14570","RMNH6068","20","6","","","unknown","norecord","?","M5","47.67","metacarpal proximal breadth","mm","Equus sp."
"14580","RMNH677RLB","20","6","1953 GRC 11 Top","","unknown","left","","M5","53","metacarpal proximal breadth","mm","Equus sp."
"14583","RMNH680","20","6","","","unknown","norecord","?","M5","45.7","metacarpal proximal breadth","mm","Equus sp."
"14584","RMNH728","20","6","","","unknown","norecord","?","M5","51.64","metacarpal proximal breadth","mm","Equus sp."
"14586","RMNH7294","20","6","","","unknown","norecord","?","M5","55.48","metacarpal proximal breadth","mm","Equus sp."
"14587","RMNH729HRLB","20","6","FLKN1","","unknown","right","","M5","53.5","metacarpal proximal breadth","mm","Equus sp."
"14588","RMNH7336","20","6","","","unknown","norecord","?","M5","57.14","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14589","RMNH7693","20","6","","","unknown","norecord","?","M5","46.2","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14590","RMNH7693RLB","20","6","FLKN1 TRIII Lg/1-2","","unknown","right","","M5","47","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14591","RMNH7802","20","6","","","unknown","norecord","?","M5","55.24","metacarpal proximal breadth","mm","Equid "
"14592","RMNH783RLB","20","6","52 1941","","unknown","left","","M5","42.8","metacarpal proximal breadth","mm","Eurygnathohippus sp. "
"14600","RMNH9274","20","6","","","unknown","norecord","?","M5","53.01","metacarpal proximal breadth","mm","Equid "
"14601","RMNH933","20","6","","","unknown","norecord","?","M5","44.29","metacarpal proximal breadth","mm","Equus sp."
"14603","RMNH934","20","6","","","unknown","norecord","?","M5","52.43","metacarpal proximal breadth","mm","Equus sp."
"14604","RMNH935","20","6","","","unknown","norecord","?","M5","45.9","metacarpal proximal breadth","mm","Equus sp."
"14605","RMNH948","20","6","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","Equid "
"14606","RMNHF45","20","6","","","unknown","norecord","?","M5","44.4","metacarpal proximal breadth","mm","Equus sp."
"14610","RMNHF791RLB","20","6","S IV","","unknown","left","","M5","55.8","metacarpal proximal breadth","mm","Equus sp."
"14611","RMNHF791RLB","20","6","SIV 1941","","unknown","left","","M5","55.6","metacarpal proximal breadth","mm","Equus sp."
"14612","RMNHF816RLB","20","6","S4 441","","unknown","right","","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp."
"14613","RMNHH298RLB","20","6","DKI_L3","","unknown","left","","M5","52","metacarpal proximal breadth","mm","Equus sp."
"14614","RMNHL211RLB","20","6","FLKN1 60","","unknown","right","","M5","48.5","metacarpal proximal breadth","mm","Equus sp."
"14616","RMNHV959RLB","20","6","HWKII ","","unknown","right","","M5","50.5","metacarpal proximal breadth","mm","Equus sp."
"14626","BMNHM16985","20","8","","","unknown","left","1.2","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp. sm."
"14627","BMNHM16985","20","8","","","unknown","right","1.2","M5","","metacarpal proximal breadth","mm","Eurygnathohippus sp. sm."
"14630","SAMPQL10449","23","1","E Quarry","","unknown","right","5+K16691:K16975","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14631","SAMPQL11915","23","1","E Quarry","","unknown","right","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14632","SAMPQL12089","23","1","E Quarry","","unknown","right","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14639","SAMPQL14037","23","1","E Quarry","","unknown","left","5.00","M5","38","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14644","SAMPQL20541","23","1","E Quarry","","unknown","left","5.00","M5","40.8","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14648","SAMPQL21295","23","1","E Quarry","","unknown","left","5.00","M5","39.6","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14650","SAMPQL2148","23","1","E Quarry","","unknown","right","5.00","M5","38.6","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14651","SAMPQL21826","23","1","E Quarry","","unknown","right","5.00","M5","40","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14657","SAMPQL41540","23","1","E Quarry","","unknown","left","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14658","SAMPQL41540","23","1","E Quarry","","unknown","left","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14659","SAMPQL42484","23","1","E Quarry","","unknown","left","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14660","SAMPQL4649","23","1","E Quarry","","unknown","right","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14661","SAMPQL48309","23","1","E Quarry","","unknown","right","5.00","M5","41.2","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14666","SAMPQL5576","23","1","E Quarry","","unknown","left","5.00","M5","39.1","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14668","SAMPQL60788","23","1","E Quarry","","unknown","right","5.00","M5","","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14671","SAMPQL7564","23","1","E Quarry","","unknown","left","5.00","M5","38.3","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"14674","AMNH83602","23","300","","","male","left","recent","M5","49.5","metacarpal proximal breadth","mm","Equus zebra zebra"
"14679","AMNH267814","23","cast","","","male","left","recent","M5","48.2","metacarpal proximal breadth","mm","Equus quagga"
"14683","EA11RLB8","24","1","","","unknown","left","10.8","M5","0","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14685","EA12RLB9","24","1","","","unknown","left","10.8","M5","38.9","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14688","EA2RLB10","24","1","","","unknown","left","10.8","M5","39.8","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14690","EA4RLB17","24","1","","","unknown","right","10.8","M5","39.6","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14692","EA5RLB12","24","1","","","unknown","right","10.8","M5","40.8","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14694","EA6RLB13","24","1","","","unknown","left","10.8","M5","0","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14699","EARLB16","24","1","","","unknown","left","10.8","M5","40.6","metacarpal proximal breadth","mm","Cormohipparion aff. sinapensis"
"14704","AS89/188","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14707","AS89/192","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14709","AS89/229","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14713","AS89/419","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14714","AS89/420","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14726","AS91/290","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14728","AS91/313","24","2","","","unknown","right","10.8-9.0","M5","38.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14730","AS91/42","24","2","","","unknown","right","10.8-9.0","M5","38.2","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14731","AS91/420","24","2","","","unknown","left","10.8-9.0","M5","35.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14734","AS91/516","24","2","","","unknown","right","10.8-9.0","M5","37.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14737","AS91/543","24","2","","","unknown","left","10.8-9.0","M5","38.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14739","AS91/554","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14742","AS91/578","24","2","","","unknown","norecord","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14745","AS91/608","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14749","AS91/857","24","2","","","unknown","right","10.8-9.0","M5","40","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14750","AS92/228","24","2","8B","","unknown","left","10.02","M5","35.5","metacarpal proximal breadth","mm","Cormohipparion sinapensis"
"14751","AS92/237","24","2","8B","","unknown","right","10.02","M5","39.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14752","AS92/238","24","2","8B","","unknown","right","10.02","M5","36.2","metacarpal proximal breadth","mm","Cormohipparion sinapensis"
"14753","AS92/239","24","2","","","unknown","left","10.8-9.0","M5","39.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14758","AS92/260","24","2","","","unknown","left","10.8-9.0","M5","38.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14759","AS92/275","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14760","AS92/289","24","2","72","","unknown","left","10;19","M5","39.6","metacarpal proximal breadth","mm","""Hipparion""  sp. 1"
"14766","AS92/888","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14768","AS93/1009","24","2","","","unknown","right","9.8","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14771","AS93/1127","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14778","AS93/1215","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14783","AS93/505","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14787","AS93/56","24","2","","","unknown","left","10.8-9.0","M5","36.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14789","AS93/604A","24","2","","","unknown","left","10.8-9.0","M5","36.4","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14795","AS93/840","24","2","12","","unknown","left","9.69","M5","37.5","metacarpal proximal breadth","mm","""Hipparion""  kecigibi"
"14796","AS93/879","24","2","","","unknown","norecord","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14797","AS93/9","24","2","","","unknown","right","10.8-9.0","M5","35.3","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14799","AS94/294","24","2","","","unknown","right","10.8-9.0","M5","42","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14801","AS94/607","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14802","AS94/608","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14804","AS94/610","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14806","AS94/842","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14808","AS94/884","24","2","","","unknown","right","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14813","AS94/964","24","2","","","unknown","left","10.8-9.0","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14816","MNHNAKA19","24","2","","","unknown","right","7.2","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14818","MNHNAKA21","24","2","","","unknown","right","7.2","M5","36.2","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14823","MNHNAKA36","24","2","","","unknown","right","7.2","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14825","MNHNAKA9","24","2","","","unknown","left","7.2","M5","0","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14827","MNHNTRQ1125","24","2","OZ02","","unknown","right","9.69","M5","37.1","metacarpal proximal breadth","mm","""Hipparion""  kecigibi"
"14828","MNHNTRQ1126","24","2","OZ02","","unknown","right","9.69","M5","36.4","metacarpal proximal breadth","mm","""Hipparion""  uzunagizli"
"14829","MNHNTRQ1127","24","2","OZ02","","unknown","left","9.69","M5","36.8","metacarpal proximal breadth","mm","""Hipparion""  kecigibi"
"14831","MNHNTRQ1129","24","2","SO1/OZ01","","unknown","right","9.78","M5","37.3","metacarpal proximal breadth","mm","""Hipparion""  kecigibi"
"14850","AK11-133","24","4","","","unknown","norecord","7.1","M5","43.3","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14851","AK11-134","24","4","","","unknown","norecord","7.1","M5","41.1","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14855","AK11-20","24","4","","","unknown","norecord","7.1","M5","41.9","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14856","AK11-23","24","4","","","unknown","norecord","7.1","M5","41.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14860","AK11-393","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14865","AK11-56B","24","4","","","unknown","norecord","7.1","M5","42.3","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14866","AK11-98K","24","4","","","unknown","norecord","7.1","M5","44.5","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14868","AK12-219","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14869","AK12-3","24","4","","","unknown","norecord","7.1","M5","42.1","metacarpal proximal breadth","mm","""Hipparion""  cf. dietrichi"
"14870","AK12-34","24","4","","","unknown","norecord","7.1","M5","45.1","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14871","AK12-35","24","4","","","unknown","norecord","7.1","M5","36.3","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14877","AK14","24","4","","","unknown","norecord","7.1","M5","42.4","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14883","AK2-243","24","4","","","unknown","norecord","7.1","M5","30.96","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14889","AK2-393","24","4","","","unknown","norecord","7.1","M5","36.6","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14894","AK2-44b","24","4","","","unknown","norecord","7.1","M5","41.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14895","AK2-5","24","4","","","unknown","norecord","7.1","M5","33.7","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14899","AK2-8","24","4","","","unknown","norecord","7.1","M5","","metacarpal proximal breadth","mm","Cremohipparion  cf. moldavicum"
"14902","AK2-97","24","4","","","unknown","norecord","7.1","M5","46.5","metacarpal proximal breadth","mm","cf. Hippotherium brachypus"
"14904","AK3-1","24","4","","","unknown","norecord","7.1","M5","41.85","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14905","AK3-139","24","4","","","unknown","norecord","7.1","M5","41.4","metacarpal proximal breadth","mm","""Hipparion""  sp."
