"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"5794","OU1144/1","3","1","","","unknown","right","7.0","M2","399.28","femur length from trochanter","mm","Hippotherium giganteum"
"5813","HLMDSS-2","5","1","","","unknown","no record","8.0","M2","188","humerus length from caput","mm","""Hipparion""  sp."
"5829","Ho1154","7","1","","","unknown","left","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5832","Ho194","7","1","","","unknown","norecord","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5833","Ho195052","7","1","","","unknown","right","10.3","M2","400","femur length from trochanter","mm","Hippotherium primigeneium"
"5834","Ho205","7","1","","","unknown","right","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5835","Ho205052","7","1","","","unknown","left","10.3","M2","352","femur length from trochanter","mm","Hippotherium primigeneium"
"5838","Ho2955","7","1","","","unknown","norecord","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5843","Ho4156","7","1","","","unknown","left","10.3","M2","247.8","humerus length from caput","mm","Hippotherium primigeneium"
"5851","Ho554","7","1","","","unknown","norecord","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5852","Ho5759","7","1","","","unknown","right","10.3","M2","238.4","humerus length from caput","mm","Hippotherium primigeneium"
"5854","Ho62","7","1","","","unknown","right","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5855","Ho63","7","1","","","unknown","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5858","HoA54","7","1","","","male","left","10.3","M2","380","femur length from trochanter","mm","Hippotherium primigeneium"
"5859","HoA54","7","1","","","male","right","10.3","M2","370","femur length from trochanter","mm","Hippotherium primigeneium"
"5860","HoA54","7","1","","","male","left","10.3","M2","283","humerus length from caput","mm","Hippotherium primigeneium"
"5861","HoA54","7","1","","","male","right","10.3","M2","273","humerus length from caput","mm","Hippotherium primigeneium"
"5866","HoB54112","7","1","","","male","left","10.3","M2","345","femur length from trochanter","mm","Hippotherium primigeneium"
"5868","HoB548","7","1","","","male","right","10.3","M2","250.5","humerus length from caput","mm","Hippotherium primigeneium"
"5870","HoC5466","7","1","","","female","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5871","HoC5467","7","1","","","female","right","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5872","HoC5470","7","1","","","female","right","10.3","M2","365","femur length from trochanter","mm","Hippotherium primigeneium"
"5873","HoC5471","7","1","","","female","left","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5877","HoE54102","7","1","","","female","left","10.3","M2","392","femur length from trochanter","mm","Hippotherium primigeneium"
"5878","HoE54114","7","1","","","female","right","10.3","M2","278.6","humerus length from caput","mm","Hippotherium primigeneium"
"5879","HoE54115","7","1","","","female","left","10.3","M2","275.8","humerus length from caput","mm","Hippotherium primigeneium"
"5883","HoE5478","7","1","","","female","right","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5884","HoG54","7","1","","","male","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5885","HoG54","7","1","","","male","right","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5891","HoI531","7","1","","","female","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5893","HoII53","7","1","","","unknown","left","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5894","HoII53","7","1","","","unknown","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5898","HoIII","7","1","","","unknown","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5899","HoIII","7","1","","","unknown","right","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5903","HoT56","7","1","","","unknown","left","10.3","M2","282.8","humerus length from caput","mm","Hippotherium primigeneium"
"5905","HoT5634","7","1","","","unknown","left","10.3","M2","370","femur length from trochanter","mm","Hippotherium primigeneium"
"5909","HoV5871","7","1","","","female","left","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5911","HoY59194","7","1","","","unknown","right","10.3","M2","335","femur length from trochanter","mm","Hippotherium primigeneium"
"5912","HoY59195","7","1","","","unknown","left","10.3","M2","0","femur length from trochanter","mm","Hippotherium primigeneium"
"5917","HoY5954","7","1","","","unknown","right","10.3","M2","254.5","humerus length from caput","mm","Hippotherium primigeneium"
"5918","HoY5955","7","1","","","unknown","left","10.3","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5920","DD121","7","2","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5923","DD2920","7","2","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5924","DD4189","7","2","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5925","DDnonumb1","7","2","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5928","DDnonumb2","7","2","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium primigeneium"
"5929","PIUW1344/1","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5930","PIUW1344/10","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5931","PIUW1344/11","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5932","PIUW1344/12","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5933","PIUW1344/13","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5934","PIUW1344/14","11","1","","","unknown","right","8.0","M2","250.4","humerus length from caput","mm","Hippotherium  brachypus"
"5935","PIUW1344/15","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5936","PIUW1344/16","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5937","PIUW1344/17","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","Cremohipparion mediterraneum"
"5938","PIUW1344/18","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Cremohipparion mediterraneum"
"5939","PIUW1344/19","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Cremohipparion mediterraneum"
"5940","PIUW1344/2","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","Cremohipparion mediterraneum"
"5941","PIUW1344/20","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Cremohipparion mediterraneum"
"5942","PIUW1344/21","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Cremohipparion mediterraneum"
"5943","PIUW1344/3","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","""Hipparion""  sp."
"5944","PIUW1344/4","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","""Hipparion""  sp."
"5945","PIUW1344/5","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5946","PIUW1344/6","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5947","PIUW1344/7","11","1","","","unknown","left","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5948","PIUW1344/8","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5949","PIUW1344/9","11","1","","","unknown","right","8.0","M2","","humerus length from caput","mm","Hippotherium  brachypus"
"5990","MAFIV","12","1","","","unknown","norecord","10.0","M2","0","femur length from trochanter","mm","Hippotherium  intrans"
"5991","MAFIV","12","1","","","unknown","norecord","10.0","M2","0","femur length from trochanter","mm","Hippotherium  intrans"
"5992","MAFIV","12","1","","","unknown","norecord","10.0","M2","0","femur length from trochanter","mm","Hippotherium  intrans"
"5993","MAFIV","12","1","","","unknown","norecord","10.0","M2","0","femur length from trochanter","mm","Hippotherium  intrans"
"6005","MAFIV11853","12","1","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium  intrans"
"6006","MAFIV11871","12","1","","","unknown","norecord","10.0","M2","0","humerus length from caput","mm","Hippotherium  intrans"
"6042","MAFIV11256A","12","3","","","unknown","left","9.0","M2","","humerus length from caput","mm","Hippotherium  csakvarense"
"6043","MAFIV11256B","12","3","","","unknown","right","9.0","M2","","humerus length from caput","mm","Hippotherium  csakvarense"
"6044","MAFIV11256C","12","3","","","unknown","left","9.0","M2","","humerus length from caput","mm","Hippotherium  csakvarense"
"6045","MAFIV11256D","12","3","","","unknown","left","9.0","M2","","humerus length from caput","mm","Hippotherium  csakvarense"
"6047","MAFIBalt153","12","4","","","unknown","left","7.0","M2","","femur length from trochanter","mm","Hippotherium  microdon"
"6048","MAFIBalt219","12","4","","","unknown","right","7.0","M2","","femur length from trochanter","mm","Hippotherium  microdon"
"6050","MAFIBalt396","12","4","","","unknown","left","7.0","M2","","femur length from trochanter","mm","Hippotherium  microdon"
"6052","MAFIBalt742L","12","4","","","unknown","right","7.0","M2","","humerus length from caput","mm","Hippotherium  microdon"
"6055","MAFIOB3211","12","4","","","unknown","right","7.0","M2","","femur length from trochanter","mm","Hippotherium  microdon"
"6071","NHBJH153","15","1","","","unknown","left","6.7","M2","","humerus length from caput","mm","Hippotherium  malpassii"
"6075","KNM-LT25478A","19","2","","","unknown","left","6.5","M2","398","femur length from trochanter","mm","Sivalhippus turkanensis"
"6078","KNM-LT8736","19","8","","","unknown","right","7.0","M2","","femur length from trochanter","mm","Sivalhippus turkanensis"
"6083","RMNH067/1644","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Equid "
"6084","RMNH067/843","20","6","","","unknown","norecord","?","M2","374","femur length from trochanter","mm","Equid "
"6085","RMNH1","20","6","","","unknown","norecord","?","M2","","femur length from trochanter","mm","Equid "
"6087","RMNH1182","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Eurygnathohippus sp."
"6090","RMNH1352","20","6","","","unknown","norecord","?","M2","360","femur length from trochanter","mm","Eurygnathohippus sp."
"6091","RMNH1384","20","6","","","unknown","norecord","?","M2","","femur length from trochanter","mm","Equid "
"6092","RMNH1386","20","6","","","unknown","norecord","?","M2","","femur length from trochanter","mm","Equid "
"6098","RMNH187","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Equid "
"6101","RMNH264","20","6","","","unknown","norecord","?","M2","","femur length from trochanter","mm","Equid "
"6102","RMNH268","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Equid "
"6103","RMNH2685","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Equid "
"6104","RMNH280","20","6","","","unknown","norecord","?","M2","229.92","humerus length from caput","mm","Equid "
"6105","RMNH284","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Equid "
"6106","RMNH305","20","6","","","unknown","norecord","?","M2","","humerus length from caput","mm","Equid "
"6126","RMNHNo number","20","6","","","unknown","norecord","?","M2","","femur length from trochanter","mm","Equid "
"6129","SAMPQL13202","23","1","E Quarry","","unknown","right","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6130","SAMPQL13870","23","1","E Quarry","","unknown","right","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6131","SAMPQL20178","23","1","E Quarry","","unknown","right","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6133","SAMPQL20541","23","1","E Quarry","","unknown","right","5.00","M2","338","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6134","SAMPQL20541","23","1","E Quarry","","unknown","left","5.00","M2","231.2","humerus length from caput","mm","Eurygnathohippus hooijeri"
"6136","SAMPQL20553","23","1","E Quarry","","unknown","left","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6139","SAMPQL20846","23","1","E Quarry","","unknown","right","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6140","SAMPQL20847","23","1","E Quarry","","unknown","left","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6142","SAMPQL21295C","23","1","E Quarry","","unknown","left","5.00","M2","319","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6150","SAMPQL3410","23","1","E Quarry","","unknown","right","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6152","SAMPQL3412","23","1","E Quarry","","unknown","left","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6153","SAMPQL42731","23","1","E Quarry","","unknown","left","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6158","SAMPQL5845","23","1","E Quarry","","unknown","left","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6162","SAMPQL9653","23","1","E Quarry","","unknown","left","5.00","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6166","SAMPQL9973","23","1","E Quarry","","unknown","right","5.0","M2","","femur length from trochanter","mm","Eurygnathohippus hooijeri"
"6171","AS90/220","24","2","","","unknown","right","10.8-9.0","M2","0","humerus length from caput","mm","""Hipparion""  sp."
"6174","AS92/242","24","2","","","unknown","left","10.8-9.0","M2","0","humerus length from caput","mm","""Hipparion""  sp."
"6179","AS93/842","24","2","","","unknown","left","10.8-9.0","M2","0","humerus length from caput","mm","""Hipparion""  sp."
"6182","MNHNRLB02","24","2","","","unknown","right","9.9","M2","0","humerus length from caput","mm","""Hipparion""  sp."
"6183","MNHNRLB03","24","2","","","unknown","left","9.9","M2","0","humerus length from caput","mm","""Hipparion""  sp."
"7053","Ho21854","7","1","","","unknown","norecord","10.3","M3","19.7","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7078","HoA54","7","1","","","male","left","10.3","M3","18.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7081","HoA54","7","1","","","male","left","10.3","M3","19.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7090","HoB39","7","1","","","male","left","10.3","M3","19","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7091","HoB51","7","1","","","male","right","10.3","M3","19.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7092","HoB53","7","1","","","male","left","10.3","M3","20.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7093","HoB53","7","1","","","male","right","10.3","M3","20.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7101","HoC110","7","1","","","female","left","10.3","M3","20.6","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7102","HoC111","7","1","","","female","left","10.3","M3","17.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7103","HoC127","7","1","","","female","right","10.3","M3","17.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7105","HoC128","7","1","","","female","right","10.3","M3","19.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7113","HoE26","7","1","","","female","left","10.3","M3","18.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7115","HoE32","7","1","","","female","right","10.3","M3","18.1","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7116","HoE33","7","1","","","female","right","10.3","M3","18.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7117","HoE34","7","1","","","female","left","10.3","M3","18.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7129","HoG","7","1","","","male","left","10.3","M3","20.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7130","HoG","7","1","","","male","right","10.3","M3","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7131","HoG","7","1","","","male","left","10.3","M3","19.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7132","HoG","7","1","","","male","right","10.3","M3","19.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7148","HoI53","7","1","","","female","left","10.3","M3","17.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7149","HoI53","7","1","","","female","right","10.3","M3","17.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7152","HoI53","7","1","","","female","left","10.3","M3","19.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7153","HoI53","7","1","","","unknown","right","10.3","M3","19.6","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7161","HoII53","7","1","","","unknown","left","10.3","M3","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7162","HoII53","7","1","","","unknown","right","10.3","M3","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7163","HoII53","7","1","","","unknown","left","10.3","M3","19","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7164","HoII53","7","1","","","unknown","right","10.3","M3","19","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7171","HoIII","7","1","","","unknown","left","10.3","M3","17.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7172","HoIII","7","1","","","unknown","right","10.3","M3","18.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7175","HoIII","7","1","","","unknown","left","10.3","M3","17.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7176","HoIII","7","1","","","unknown","right","10.3","M3","17.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7190","HoJ5910","7","1","","","unknown","left","10.3","M3","19.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7191","HoJ5929","7","1","","","unknown","right","10.3","M3","19.3","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7192","HoJ5931","7","1","","","unknown","right","10.3","M3","18.9","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7194","HoM552","7","1","","","unknown","right","10.3","M3","19.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7195","HoM553","7","1","","","unknown","right","10.3","M3","17.8","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7198","HoM554","7","1","","","unknown","left","10.3","M3","18","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7199","HoM556","7","1","","","unknown","left","10.3","M3","19.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7216","HoV5812","7","1","","","female","left","10.3","M3","16.5","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7218","HoV5813","7","1","","","female","left","10.3","M3","18.2","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7219","HoV5826","7","1","","","female","right","10.3","M3","18.4","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7223","HoY115","7","1","","","unknown","right","10.3","M3","17.6","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7224","HoY116","7","1","","","unknown","right","10.3","M3","17.7","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7226","HoY130","7","1","","","unknown","left","10.3","M3","18","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"7227","HoY131","7","1","","","unknown","left","10.3","M3","0","metacarpal proximal breadth","mm","Hippotherium primigeneium"
"8015","MAFIV","12","1","","","unknown","norecord","10.0","M3","13.7","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8016","MAFIV","12","1","","","unknown","norecord","10.0","M3","14.9","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8017","MAFIV","12","1","","","unknown","norecord","10.0","M3","12.9","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8018","MAFIV","12","1","","","unknown","norecord","10.0","M3","12.5","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8019","MAFIV","12","1","","","unknown","norecord","10.0","M3","14.4","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8020","MAFIV","12","1","","","unknown","norecord","10.0","M3","0","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8021","MAFIV","12","1","","","unknown","norecord","10.0","M3","12.9","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8022","MAFIV","12","1","","","unknown","norecord","10.0","M3","0","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8023","MAFIV","12","1","","","unknown","norecord","10.0","M3","16.6","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8024","MAFIV","12","1","","","unknown","norecord","10.0","M3","13","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8025","MAFIV","12","1","","","unknown","norecord","10.0","M3","13.3","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8048","MAFIV12343","12","1","","","unknown","norecord","10.0","M3","15.3","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8054","MAFIV15686","12","1","","","unknown","norecord","10.0","M3","17.6","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8079","MAFIV15773","12","1","","","unknown","norecord","10.0","M3","14.5","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8081","MAFIV15784","12","1","","","unknown","norecord","10.0","M3","14.3","metacarpal proximal breadth","mm","Hippotherium  intrans"
"8166","MAFIBalt509L","12","4","","","unknown","right","7.0","M3","11.5","metacarpal proximal breadth","mm","Hippotherium  microdon"
"8171","MAFIBalt659","12","4","","","unknown","left","7.0","M3","11.7","metacarpal proximal breadth","mm","Hippotherium  microdon"
"8174","MAFIBalt750L","12","4","","","unknown","right","7.0","M3","11.8","metacarpal proximal breadth","mm","Hippotherium  microdon"
"8436","SAMPQL13613","23","1","E Quarry","","unknown","right","5.00","M3","13.2","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"8455","SAMPQL40625","23","1","E Quarry","","unknown","left","5.00","M3","13.5","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"8464","SAMPQL50250","23","1","E Quarry","","unknown","left","5.00","M3","15.7","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"8469","SAMPQL63552","23","1","E Quarry","","unknown","right","5.00","M3","12.4","metacarpal proximal breadth","mm","Eurygnathohippus hooijeri"
"8557","AS92/259","24","2","","","unknown","norecord","10.8-9.0","M3","13.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8564","AS92/441B","24","2","","","unknown","norecord","10.8-9.0","M3","17.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8590","AS93/604B","24","2","","","unknown","norecord","10.8-9.0","M3","14.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8630","MNHNTRQ1129","24","2","SO1/OZ01","","unknown","right","9.78","M3","10.7","metacarpal proximal breadth","mm","""Hipparion""  kecigibi"
"8632","MNHNTRQ1129","24","2","SO1/OZ01","","unknown","right","9.78","M3","13.7","metacarpal proximal breadth","mm","""Hipparion""  kecigibi"
"8863","ISP26P25A_OC","27","1","U1","","unknown","right","7.1","M3","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8872","ISP40P4A_OC","27","1","U2","","unknown","right","7.1","M3","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8874","ISP46P16A_OC","27","1","U1","","unknown","right","7.1","M3","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8881","ISP93P109A_OC","27","1","U2","","unknown","right","7.1","M3","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"8882","ISPOHNE.NR.C_OC","27","1","","","unknown","left","7.1","M3","10.44","metacarpal proximal breadth","mm","""Hipparion""  sp."
"12402","AMNH100","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12403","AMNH101","1","2","X-Mas Q","","unknown","norecord","10.0","M5","32.8","metacarpal proximal breadth","mm","Cormohipparion sp."
"12404","AMNH102","1","2","X-Mas Q","","unknown","norecord","10.0","M5","36","metacarpal proximal breadth","mm","Cormohipparion sp."
"12423","AMNH23","1","2","X-Mas Q","","unknown","norecord","10.0","M5","40.1","metacarpal proximal breadth","mm","Cormohipparion sp."
"12424","AMNH24","1","2","X-Mas Q","","unknown","norecord","10.0","M5","38.9","metacarpal proximal breadth","mm","Cormohipparion sp."
"12427","AMNH27","1","2","X-Mas Q","","unknown","norecord","10.0","M5","38","metacarpal proximal breadth","mm","Cormohipparion sp."
"12428","AMNH28","1","2","X-Mas Q","","unknown","norecord","10.0","M5","28.5","metacarpal proximal breadth","mm","Cormohipparion sp."
"12432","AMNH31","1","2","X-Mas Q","","unknown","norecord","10.0","M5","38.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12433","AMNH32","1","2","X-Mas Q","","unknown","norecord","10.0","M5","38.3","metacarpal proximal breadth","mm","Cormohipparion sp."
"12434","AMNH33","1","2","X-Mas Q","","unknown","norecord","10.0","M5","35.1","metacarpal proximal breadth","mm","Cormohipparion sp."
"12435","AMNH34","1","2","X-Mas Q","","unknown","norecord","10.0","M5","36.7","metacarpal proximal breadth","mm","Cormohipparion sp."
"12436","AMNH35","1","2","X-Mas Q","","unknown","norecord","10.0","M5","33.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12437","AMNH36","1","2","X-Mas Q","","unknown","norecord","10.0","M5","35.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12438","AMNH37","1","2","X-Mas Q","","unknown","norecord","10.0","M5","36.5","metacarpal proximal breadth","mm","Cormohipparion sp."
"12439","AMNH38","1","2","X-Mas Q","","unknown","norecord","10.0","M5","28.9","metacarpal proximal breadth","mm","Cormohipparion sp."
"12440","AMNH39","1","2","X-Mas Q","","unknown","norecord","10.0","M5","38","metacarpal proximal breadth","mm","Cormohipparion sp."
"12442","AMNH40","1","2","X-Mas Q","","unknown","norecord","10.0","M5","27.7","metacarpal proximal breadth","mm","Cormohipparion sp."
"12450","AMNH48","1","2","X-Mas Q","","unknown","norecord","10.0","M5","37.8","metacarpal proximal breadth","mm","Cormohipparion sp."
"12453","AMNH51","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12456","AMNH53","1","2","X-Mas Q","","unknown","norecord","10.0","M5","36.9","metacarpal proximal breadth","mm","Cormohipparion sp."
"12458","AMNH55","1","2","X-Mas Q","","unknown","norecord","10.0","M5","37.5","metacarpal proximal breadth","mm","Cormohipparion sp."
"12467","AMNH64","1","2","X-Mas Q","","unknown","norecord","10.0","M5","27","metacarpal proximal breadth","mm","Cormohipparion sp."
"12470","AMNH67","1","2","X-Mas Q","","unknown","norecord","10.0","M5","39.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12471","AMNH68","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12472","AMNH69","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12474","AMNH70","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12475","AMNH71","1","2","X-Mas Q","","unknown","norecord","10.0","M5","35.9","metacarpal proximal breadth","mm","Cormohipparion sp."
"12476","AMNH73","1","2","X-Mas Q","","unknown","norecord","10.0","M5","36.8","metacarpal proximal breadth","mm","Cormohipparion sp."
"12477","AMNH74","1","2","X-Mas Q","","unknown","norecord","10.0","M5","37.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12478","AMNH75","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12479","AMNH76","1","2","X-Mas Q","","unknown","norecord","10.0","M5","32.5","metacarpal proximal breadth","mm","Cormohipparion sp."
"12480","AMNH77","1","2","X-Mas Q","","unknown","norecord","10.0","M5","0","metacarpal proximal breadth","mm","Cormohipparion sp."
"12481","AMNH78","1","2","X-Mas Q","","unknown","norecord","10.0","M5","39.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12482","AMNH79","1","2","X-Mas Q","","unknown","norecord","10.0","M5","28.2","metacarpal proximal breadth","mm","Cormohipparion sp."
"12484","AMNH80","1","2","X-Mas Q","","unknown","norecord","10.0","M5","28.9","metacarpal proximal breadth","mm","Calippus sp."
