"","SPEC_ID","PROTECTED...P","GENUS","SPECIES","COUNTRY","LOCALITY","QUARRY","DATE.COLLECTED","SEX","BONE","SIDE","AGE","variable","value","template"
"15251","PIUW1346/10","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15252","PIUW1346/11","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15253","PIUW1346/12","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15254","PIUW1346/13","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15255","PIUW1346/14","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15256","PIUW1346/15","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15257","PIUW1346/16","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15258","PIUW1346/17","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15259","PIUW1346/18","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15260","PIUW1346/19","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15261","PIUW1346/2","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15262","PIUW1346/20","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15263","PIUW1346/21","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15264","PIUW1346/22","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15265","PIUW1346/23","","Cremohipparion","mediterraneum","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15266","PIUW1346/24","","Cremohipparion","mediterraneum","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15267","PIUW1346/25","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15268","PIUW1346/26","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15269","PIUW1346/27","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15270","PIUW1346/28","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15271","PIUW1346/29","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15272","PIUW1346/3","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15273","PIUW1346/30","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15274","PIUW1346/4","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15275","PIUW1346/5","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15276","PIUW1346/6","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15277","PIUW1346/7","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15278","PIUW1346/8","","Cremohipparion","mediterraneum","11","1","","","unknown","tibia","right","8.0","M5","","tibia distal breadth"
"15279","PIUW1346/9","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M5","","tibia distal breadth"
"15299","MAFIV","","Hippotherium ","intrans","12","1","","","unknown","tibia","left","10.0","M5","0","tibia distal breadth"
"15300","MAFIV","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M5","0","tibia distal breadth"
"15301","MAFIV","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M5","0","tibia distal breadth"
"15304","MAFIV11832","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M5","0","tibia distal breadth"
"15305","MAFIV11853","","Hippotherium ","intrans","12","1","","","unknown","humerus","norecord","10.0","M5","0","humerus proximal breadth"
"15306","MAFIV11871","","Hippotherium ","intrans","12","1","","","unknown","humerus","norecord","10.0","M5","0","humerus proximal breadth"
"15307","MAFIV12135","","Hippotherium ","intrans","12","1","","","unknown","tibia","left","10.0","M5","0","tibia distal breadth"
"15308","MAFIV12611","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M5","0","tibia distal breadth"
"15309","MAFIV15685","","Hippotherium ","sp. sm.","12","1","","","unknown","tibia","left","10.0","M5","0","tibia distal breadth"
"15310","MAFIV15743","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M5","0","tibia distal breadth"
"15311","MAFIV15748","","Hippotherium ","intrans","12","1","","","unknown","tibia","left","10.0","M5","0","tibia distal breadth"
"15312","HGSV113259A","","Hippotherium ","sumegense","12","2","","","unknown","tibia","left","8.5","M5","","tibia distal breadth"
"15314","HGSV13259B","","Hippotherium ","sumegense","12","2","","","unknown","tibia","left","8.5","M5","","tibia distal breadth"
"15316","HGS4287A","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15317","HGS4287B","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15318","HGS4287C","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15323","MAFIV11253","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15324","MAFIV112536","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M5","","tibia distal breadth"
"15325","MAFIV11253B","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15326","MAFIV11253C","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M5","","tibia distal breadth"
"15327","MAFIV11253D","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M5","","tibia distal breadth"
"15328","MAFIV11253E","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M5","","tibia distal breadth"
"15329","MAFIV11253F","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15330","MAFIV11253H","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15331","MAFIV11253I","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M5","","tibia distal breadth"
"15332","MAFIV11254A","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15333","MAFIV11254B","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15334","MAFIV11254C","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15335","MAFIV11254D","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15336","MAFIV11254E","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15337","MAFIV11254F","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15338","MAFIV11254G","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M5","","tibia distal breadth"
"15339","MAFIV11254H","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15340","MAFIV11254I","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15341","MAFIV11254J","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M5","","tibia distal breadth"
"15342","MAFIV11256A","","Hippotherium ","csakvarense","12","3","","","unknown","humerus","left","9.0","M5","","humerus proximal breadth"
"15343","MAFIV11256B","","Hippotherium ","csakvarense","12","3","","","unknown","humerus","right","9.0","M5","","humerus proximal breadth"
"15344","MAFIV11256C","","Hippotherium ","csakvarense","12","3","","","unknown","humerus","left","9.0","M5","","humerus proximal breadth"
"15345","MAFIV11256D","","Hippotherium ","csakvarense","12","3","","","unknown","humerus","left","9.0","M5","","humerus proximal breadth"
"15346","MAFIBalt061","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15349","MAFIBalt260","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15351","MAFIBalt713L","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15352","MAFIBalt742L","","Hippotherium ","microdon","12","4","","","unknown","humerus","right","7.0","M5","","humerus proximal breadth"
"15354","MAFIOB3205","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","82.8","tibia distal breadth"
"15356","MAFIOB344A","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15357","MAFIOB344B","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15358","MAFIOB344C","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15359","MAFIOB344D","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15360","MAFIOB344E","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15361","MAFIOB377","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","88.4","tibia distal breadth"
"15363","MAFIOB421A","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15364","MAFIOB421B","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15365","MAFIOB421C","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15366","MAFIOB421D","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M5","","tibia distal breadth"
"15369","IGFCCNS2","","""Hipparion""","sp.  ","15","1","","","unknown","tibia","right","6.7","M5","","tibia distal breadth"
"15371","NHBJH153","","Hippotherium ","malpassii","15","1","","","unknown","humerus","left","6.7","M5","","humerus proximal breadth"
"15372","KNM-LT160","","Sivalhippus","turkanensis","19","1","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15373","KNM-LT25448","","Sivalhippus","turkanensis","19","1","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15376","KNM-LT25478B","","Sivalhippus","turkanensis","19","2","","","unknown","tibia","left","6.5","M5","110.5","tibia distal breadth"
"15377","KNM-LT26621","","Sivalhippus","turkanensis","19","2","","","unknown","tibia","left","6.5","M5","88.4","tibia distal breadth"
"15379","KNM-LU698","","Eurygnathohippus","cf. feibeli","19","12","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15380","KNM-LU817","","Eurygnathohippus","cf. feibeli","19","12","","","unknown","tibia","right","7.0","M5","","tibia distal breadth"
"15381","KNM-NA161","","""Hipparion"" ","sp. ","19","13","","","unknown","tibia","norecord","9.0","M5","","tibia distal breadth"
"15383","RMNH067/1644","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","","humerus proximal breadth"
"15386","RMNH1045","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15387","RMNH1182","","Eurygnathohippus","sp.","20","6","","","unknown","humerus","norecord","?","M5","","humerus proximal breadth"
"15388","RMNH1314","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15389","RMNH1349","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15393","RMNH1522","","Eurygnathohippus","sp.","20","6","","","unknown","tibia","norecord","?","M5","74.75","tibia distal breadth"
"15395","RMNH160","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15396","RMNH1635","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15398","RMNH187","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","95.9","humerus proximal breadth"
"15402","RMNH268","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","","humerus proximal breadth"
"15403","RMNH2685","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","","humerus proximal breadth"
"15404","RMNH280","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","77.06","humerus proximal breadth"
"15405","RMNH284","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","","humerus proximal breadth"
"15406","RMNH305","","Equid","","20","6","","","unknown","humerus","norecord","?","M5","","humerus proximal breadth"
"15408","RMNH3212","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15409","RMNH418","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15411","RMNH526","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15412","RMNH530","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15413","RMNH556","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","102.88","tibia distal breadth"
"15416","RMNH6038","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15418","RMNH670","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15419","RMNH786","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15421","RMNH84","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15422","RMNH85","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15423","RMNH862","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15424","RMNH883","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","","tibia distal breadth"
"15425","RMNH988","","Equid","","20","6","","","unknown","tibia","norecord","?","M5","94.45","tibia distal breadth"
"15428","SAMPQL12733","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","","tibia distal breadth"
"15432","SAMPQL20178","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","89.7","tibia distal breadth"
"15434","SAMPQL20541","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","humerus","left","5.00","M5","78.9","humerus proximal breadth"
"15437","SAMPQL20553","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","","tibia distal breadth"
"15438","SAMPQL20554","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","90","tibia distal breadth"
"15441","SAMPQL21295A","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","","tibia distal breadth"
"15443","SAMPQL2146A","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","","tibia distal breadth"
"15444","SAMPQL2147","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","","tibia distal breadth"
"15445","SAMPQL2742","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","","tibia distal breadth"
"15446","SAMPQL2747","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","","tibia distal breadth"
"15448","SAMPQL3406","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","","tibia distal breadth"
"15449","SAMPQL3407","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","86.5","tibia distal breadth"
"15451","SAMPQL3411","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","83.4","tibia distal breadth"
"15459","SAMPQL5985","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M5","","tibia distal breadth"
"15460","SAMPQL7570","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","","tibia distal breadth"
"15461","SAMPQL7932","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","89.9","tibia distal breadth"
"15463","SAMPQL9714","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","89","tibia distal breadth"
"15464","SAMPQL9715","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","","tibia distal breadth"
"15465","SAMPQL9718","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M5","","tibia distal breadth"
"15470","AS89/23","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M5","0","tibia distal breadth"
"15471","AS90/220","","""Hipparion"" ","sp.","24","2","","","unknown","humerus","right","10.8-9.0","M5","0","humerus proximal breadth"
"15472","AS92/225","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","left","10.8-9.0","M5","0","tibia distal breadth"
"15473","AS92/235","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M5","0","tibia distal breadth"
"15474","AS92/242","","""Hipparion"" ","sp.","24","2","","","unknown","humerus","left","10.8-9.0","M5","0","humerus proximal breadth"
"15475","AS92/255","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M5","0","tibia distal breadth"
"15477","AS93/1213","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","9.8","M5","0","tibia distal breadth"
"15479","AS93/842","","""Hipparion"" ","sp.","24","2","","","unknown","humerus","left","10.8-9.0","M5","0","humerus proximal breadth"
"15481","AS94/1488","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M5","0","tibia distal breadth"
"15482","MNHNRLB02","","""Hipparion"" ","sp.","24","2","","","unknown","humerus","right","9.9","M5","0","humerus proximal breadth"
"15483","MNHNRLB03","","""Hipparion"" ","sp.","24","2","","","unknown","humerus","left","9.9","M5","0","humerus proximal breadth"
"15486","MNHNTRQ1139","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","left","9.9","M5","0","tibia distal breadth"
"15487","MNHNTRQ1140","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","9.9","M5","0","tibia distal breadth"
"15488","MNHNTRQ1141","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","left","9.9","M5","0","tibia distal breadth"
"15489","MNHNTRQ1142","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","9.9","M5","0","tibia distal breadth"
"15490","ISP11P90A_OC","","""Hipparion"" ","sp.","27","1","Incorrect Loc.","","unknown","tibia","left","7.1","M5","","tibia distal breadth"
"15492","ISP13P26A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","right","7.1","M5","","tibia distal breadth"
"15493","ISP16P17A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","left","7.1","M5","","tibia distal breadth"
"15496","ISP237P16A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","right","7.1","M5","","tibia distal breadth"
"15497","ISP29P5A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","left","7.1","M5","","tibia distal breadth"
"15498","ISP51P29A_OC","","""Hipparion"" ","sp.","27","1","U1","","unknown","tibia","left","7.1","M5","","tibia distal breadth"
"15500","ISP51P61A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","left","7.1","M5","","tibia distal breadth"
"24398","BMNHM2654","","Cremohipparion","antelopinum","4","1","","","unknown","tibia","left","3.5","M8","38.4","tibia proximal breadth"
"24401","YGSP11532","","""Hipparion"" ","sp.","4","1","Y311","","unknown","tibia","left","8.0","M8","33.2","tibia proximal breadth"
"24403","YGSP16158","","""Hipparion"" ","sp.","4","1","Y309","","unknown","tibia","left","8.0","M8","46","tibia proximal breadth"
"24406","YGSP16859","","""Hipparion"" ","sp.","4","1","Y450","","unknown","tibia","left","8.0","M8","41.1","tibia proximal breadth"
"24407","YGSP17079","","""Hipparion"" ","sp.","4","1","Y310","","unknown","tibia","right","8.0","M8","","tibia proximal breadth"
"24411","YGSP8904","","""Hipparion"" ","sp.","4","1","Y251","","unknown","tibia","left","8.0","M8","","tibia proximal breadth"
"24414","MMTT13/2361","","""Hipparion"" ","sp.","5","1","Q13","","unknown","tibia","left","7.9","M8","","tibia proximal breadth"
"24419","NHMW1977/1948","","Hippotherium","primigeneium","6","2","","","unknown","tibia","left","10.5","M8","38.1","tibia proximal breadth"
"24420","NHMW1977/1948/0036","","Hippotherium","primigeneium","6","2","Gaiselberg","","unknown","tibia","right","10.5","M8","37.6","tibia proximal breadth"
"24422","NHMW9107","","Hippotherium","primigeneium","6","6","","","unknown","tibia","left","10.5","M8","37.9","tibia proximal breadth"
"24423","NHMW9108","","Hippotherium","primigeneium","6","6","","","unknown","tibia","left","10.5","M8","39.4","tibia proximal breadth"
"24424","NHMW9109","","Hippotherium","primigeneium","6","6","","","unknown","tibia","left","10.5","M8","38.1","tibia proximal breadth"
"24426","NHMW9131","","Hippotherium","primigeneium","6","7","","","unknown","tibia","right","10.5","M8","46.4","tibia proximal breadth"
"24431","Ho168","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","46.5","tibia proximal breadth"
"24437","Ho220","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","41.7","tibia proximal breadth"
"24442","Ho367","","Hippotherium","primigeneium","7","1","","","unknown","tibia","norecord","10.3","M8","41.2","tibia proximal breadth"
"24444","Ho4254","","Hippotherium","primigeneium","7","1","","","unknown","tibia","right","10.3","M8","44.8","tibia proximal breadth"
"24446","Ho505221","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","44.4","tibia proximal breadth"
"24448","Ho51157","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","46","tibia proximal breadth"
"24453","Ho5997","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","42","tibia proximal breadth"
"24456","Ho8455","","Hippotherium","primigeneium","7","1","","","unknown","tibia","norecord","10.3","M8","44.5","tibia proximal breadth"
"24457","Ho9759","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","42.3","tibia proximal breadth"
"24464","HoA54","","Hippotherium","primigeneium","7","1","","","male","tibia","right","10.3","M8","47","tibia proximal breadth"
"24465","HoA54","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","50","tibia proximal breadth"
"24467","HoB54113","","Hippotherium","primigeneium","7","1","","","male","tibia","right","10.3","M8","0","tibia proximal breadth"
"24474","HoC5482","","Hippotherium","primigeneium","7","1","","","female","tibia","right","10.3","M8","43.7","tibia proximal breadth"
"24475","HoC5483","","Hippotherium","primigeneium","7","1","","","female","tibia","left","10.3","M8","44","tibia proximal breadth"
"24476","HoE54101","","Hippotherium","primigeneium","7","1","","","female","tibia","left","10.3","M8","48","tibia proximal breadth"
"24482","HoE5477","","Hippotherium","primigeneium","7","1","","","female","tibia","right","10.3","M8","50.5","tibia proximal breadth"
"24487","HoG54","","Hippotherium","primigeneium","7","1","","","male","tibia","right","10.3","M8","49","tibia proximal breadth"
"24488","HoG54","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","51","tibia proximal breadth"
"24489","HoI53","","Hippotherium","primigeneium","7","1","","","female","tibia","left","10.3","M8","48","tibia proximal breadth"
"24490","HoI53","","Hippotherium","primigeneium","7","1","","","unknown","tibia","right","10.3","M8","47.9","tibia proximal breadth"
"24495","HoII53","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","45.6","tibia proximal breadth"
"24496","HoII53","","Hippotherium","primigeneium","7","1","","","unknown","tibia","right","10.3","M8","44","tibia proximal breadth"
"24500","HoIII","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","45","tibia proximal breadth"
"24506","HoT5635","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","45.7","tibia proximal breadth"
"24507","HoT5653","","Hippotherium","primigeneium","7","1","","","unknown","tibia","right","10.3","M8","45.2","tibia proximal breadth"
"24508","HoV58100","","Hippotherium","primigeneium","7","1","","","female","tibia","left","10.3","M8","45","tibia proximal breadth"
"24513","HoY59200","","Hippotherium","primigeneium","7","1","","","unknown","tibia","right","10.3","M8","44","tibia proximal breadth"
"24514","HoY59297","","Hippotherium","primigeneium","7","1","","","unknown","tibia","left","10.3","M8","45.8","tibia proximal breadth"
"24519","DD117","","Hippotherium","primigeneium","7","2","","","unknown","tibia","norecord","10.0","M8","42.2","tibia proximal breadth"
"24521","DD2915","","Hippotherium","primigeneium","7","2","","","unknown","tibia","norecord","10.0","M8","44.1","tibia proximal breadth"
"24522","DD2919","","Hippotherium","primigeneium","7","2","","","unknown","tibia","norecord","10.0","M8","46.2","tibia proximal breadth"
"24527","DDnonumb1","","Hippotherium","primigeneium","7","2","","","unknown","tibia","norecord","10.0","M8","44.9","tibia proximal breadth"
"24550","PIUW1346/1","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","43.5","tibia proximal breadth"
"24551","PIUW1346/10","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","40.1","tibia proximal breadth"
"24552","PIUW1346/11","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","","tibia proximal breadth"
"24553","PIUW1346/12","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","46.2","tibia proximal breadth"
"24554","PIUW1346/13","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","51.4","tibia proximal breadth"
"24555","PIUW1346/14","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M8","47.2","tibia proximal breadth"
"24556","PIUW1346/15","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M8","46.8","tibia proximal breadth"
"24557","PIUW1346/16","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","40.2","tibia proximal breadth"
"24558","PIUW1346/17","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","41.6","tibia proximal breadth"
"24559","PIUW1346/18","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","45.9","tibia proximal breadth"
"24560","PIUW1346/19","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M8","49.1","tibia proximal breadth"
"24561","PIUW1346/2","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M8","45.1","tibia proximal breadth"
"24562","PIUW1346/20","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","48.2","tibia proximal breadth"
"24563","PIUW1346/21","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","","tibia proximal breadth"
"24564","PIUW1346/22","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","45.7","tibia proximal breadth"
"24565","PIUW1346/23","","Cremohipparion","mediterraneum","11","1","","","unknown","tibia","left","8.0","M8","39.5","tibia proximal breadth"
"24566","PIUW1346/24","","Cremohipparion","mediterraneum","11","1","","","unknown","tibia","left","8.0","M8","39.7","tibia proximal breadth"
"24567","PIUW1346/25","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","46.5","tibia proximal breadth"
"24568","PIUW1346/26","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","48.5","tibia proximal breadth"
"24569","PIUW1346/27","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M8","","tibia proximal breadth"
